0,"► Play Fortnite for FREE! https://pixly.go2cloud.org/SHcD
“I can’t tell you how safe I feel in here with you” - Ty 😂
► Follow us on Twitch! https://www.twitch.tv/FakeDudePerfect"
1,I love your video 🎥 !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
2,LOOL
3,That was epic...see what I did there?
4,Dude Perfect glauconitic difficultly Kelly full full full full an an FFL op protocol topic topic via secretary-general you have any further information please do let me know when the time to it and I will have any other questions please contact us at any time to meet up and running again later and we will need to be a good time to meet you and I am not sure if it
5,Fotinite is pop
6,DOPE
7,I never thought you could get so many losers in one video
8,Welcome guys to another show where i poop in toilet.
9,I shared
10,What bout cool not cool
11,And i still haven’t won any game after I played more than 300 matches in solo and 200+ duo and 400+squads 😭😭😭😭
12,"Knocked down DavidNegro



wow"
13,"WOW! 11,907,763 views"
14,Soon donald trump will play with ninja
15,11 million people has watched this video in one day...man that is crazy I swear to God 😎👌
16,Dude perfect did not play with ninja because ninja would have uploaded a video playing with dude perfect and there's cuts every time ninja talks
17,"Do PUBG next, it is like fortnite"
18,Hey bro plz I need a iPhone x plz my phone is 9081485145
19,Can you do a skateboard trick shots please
20,Can you do a Video with Tom Holland
21,the worst show ever jk
22,WHO’s Ninja
23,I want that cap I am one of your biggest fan even you come in my dreams
24,Guys no Cool not Cool
25,"I wanna see carrom trick shots 



Best of luck dudes"
26,awesome video do more traxxas stuff PLZ that would be awesome
27,This videos is very cool but can you put legends in Portuguese please?
28,"Guess what the librarian told to the  kid




Read more"
29,Make scooter trickshots with dakota and hunter and claudius vertesiii
30,I shared I shared I know its two late
31,This is kinda clickbaity
32,"Ty plays 1 match and wins, I’ve played 100 matches and still not one"
33,please never again fortnite...
34,"I subscribed, liked, and shared to my twitter. I want the shirt n hat! also love the videos."
35,you diden't do cool not cool
36,I subscribed and shared
37,Where was cool not cool
38,Who knew Fortnite would become this big
39,Almost 30 mill! Keep it up!
40,Giveway
41,Your stats will be the best stats
42,Shared and subscribed
43,444444444444 on fornite
44,The best segment is cool or not cool but it was not there this time 😭😭😭👿
45,Your rearly dam good
46,We wan't the full overtime song
47,In give aways do u hv 2pay
48,Who’s singing in the Overtime intro?
49,This is old
50,Who plays fortnite?
51,I subscribed and shared the video. And love these overtime episodes. Keep making more of these.....
52,11 million in one day? Congratulations 🎈🍾🎉🎊💯🔥🔥🔥❤️
53,Y wasnt there COOL OR NOT COOL
54,Am I the only one who didn’t subscribe to this channel?
55,That was epic......... See what I did there
56,Yo I have birthday 10 may. Give me a caps
57,omg
58,Your a winner
59,Fortnite invasion
60,Plz do a Soccer Stereotype
61,Tyler and Tyler in duos. Did someone realize it?
62,Fuck this black blue niglet
63,Kys
64,Play PUBG with Shroud
65,Those nades were dude perfect XD
66,Do you kill no ja
67,Do you kill ninja
68,Who was here before 10 views
69,"I shared this video, I definitely want that shirt😆"
70,Tyler looks like 5 yrold kid playing fortnite lol
71,You were carried the whole match i have 102 wins but still GG for you cause you got last kill 1 shot and was that your'e first win or 3rd win cause your reaction was like a first anyway you were carried
72,+1:-)
73,Tyler teamed with Tyler
74,Playing on my iPhone so how should I do to Smart working it's always you scam when I try to download that it's always a hacking up and I can't find any real point.
75,Do more videos with ninja playing fortnight plz
76,Wer braucht Fortnite Banner addet mich auf Skype Paul. G
